Item_ID	Sentence	Expression
59701:37	and they were told *-1 that, uh, he would probably serve three, of the fifteen, and that he had three previous convictions.	probably
59736:10	the judge might know	might
59749:13	well, we definitely need a change in the system	definitely
59795:21	and, and maybe so,	maybe
59850:12	and, * maybe let the judge have a opportunity 0 * to make, a decision *t*-1.	maybe
59906:4	probably,	probably
59926:22	it was like, hey, maybe you're still allergic to the dog.	maybe
60149:33	i could see some *-1 having, maybe some of the tropical fish, that *t*-2 are really, really pretty	maybe
60272:59	it *exp*-1's not fair to a pet *ich*-2 * to have a pet here, or certainly, certainly not a dog,	certainly
60272:67	it *exp*-1's not fair to a pet *ich*-2 * to have a pet here, or certainly, certainly not a dog,	certainly
60315:37	last time 0 i was there *t*-1 was fall so probably wasn't that bad.	probably
60565:40	and there's lots and lots of companies that *t*-1 have maybe not in the de-, the defense area but manufacturing in general.	maybe
60573:124	and, and i seem rather happy about it *ich*-2 most of the time, *-3 just, just to know, what's, possibilities *t*-1 are, you know, what *t*-4 might happen.	might
60705:7	and maybe i'll wet a fly line this year and do some camping if i don't get laid *-1 off between now and then.	maybe
60799:62	you know, wh-, when you consider, you know, 0 it's probably not radioactive *t*-1	probably
60853:15	it *exp*-2's probably a lot easier *ich*-4 * to detect things that *t*-1 go into the ground than it *exp*-3 is maybe *?* * to just,	probably
60853:77	it *exp*-2's probably a lot easier *ich*-4 * to detect things that *t*-1 go into the ground than it *exp*-3 is maybe *?* * to just,	maybe
61160:42	and, i would think, you know, 0 he might, i mean, he might could get hurt *-1 by a car or something.	might
61160:64	and, i would think, you know, 0 he might, i mean, he might could get hurt *-1 by a car or something.	might
61304:10	you most likely will *?*.	likely
61338:30	i, we will probably will put some things up. some posters and stuff up.	probably
61342:31	and hopefully that will help, you know, maybe around the neighborhood.	maybe
61427:19	and, i think 0 maybe he would *?* if it came real close,	maybe
61558:21	i guess 0 that's probably true.	probably
61738:29	well, actually one other thing 0 i might ought *-2 to mention *t*-1 is that they are actually getting quite cheap.	might
61741:4	definitely,	definitely
61801:5	probably the way 0 * to do it if you really wanted *-1 to buy one *t*-2 is 0 there's a magazine called * computer shopper.	probably
61810:13	and it's probably an inch thick a thousand pages.	probably
61827:11	it's probably a half a dozen companies *ich*-2 around the world that *t*-1 are making those mother boards, the main computer, the circuit board.	probably
61938:8	they certainly are *?*.	certainly
61979:29	and i don't know that it *exp*-1 might do them a little bit of good * to see the world from a different perspective.	might
62033:57	i think 0 that's a good way for people to, you know, maybe get people to come back to these small towns *-3 to work by *-4 helping people that *t*-1 normally might not be able *-2 to go to college and get the type of degree 0 they want *t*-5.	maybe
62033:124	i think 0 that's a good way for people to, you know, maybe get people to come back to these small towns *-3 to work by *-4 helping people that *t*-1 normally might not be able *-2 to go to college and get the type of degree 0 they want *t*-5.	might
62100:10	but it definitely would give a lot of the kids now that *t*-4 have everything *ich*-2 given *-1 to them that they want *t*-3 to see what it's like *t*-6 if you don't have all the money and can't have what you want *t*-5 when you want it *t*-7.	definitely
62138:7	and maybe this is why this has died out *t*-1.	maybe
62198:105	down here with the peace corps we're talking about all these people that *t*-1 aren't even in our own country when there's enough people here that i think 0 *t*-2 probably need help and, could be helped *-3 *t*-4.	probably
62211:7	and maybe rather than * just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, * maybe have some kind of course where they'd be required *-1 to do some kind of community service type work, and help people in that area or people in the united states *t*-2.	maybe
62211:55	and maybe rather than * just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, * maybe have some kind of course where they'd be required *-1 to do some kind of community service type work, and help people in that area or people in the united states *t*-2.	maybe
62211:89	and maybe rather than * just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, * maybe have some kind of course where they'd be required *-1 to do some kind of community service type work, and help people in that area or people in the united states *t*-2.	maybe
62217:8	there probably are *?*, you know,	probably
62220:11	that's probably like	probably
62280:83	so, we're a little fa-, you know, farther removed from like dallas and some of the areas where they probably have more of the homeless and that type of thing *t*-1.	probably
62378:29	these things won't make any sense to you probably	probably
62425:8	they probably didn't know what they were talking about *t*-1.	probably
62587:50	i think 0 this is a, i think 0 this is maybe a name brand	maybe
62588:23	and i suspect that it's probably, just a fluke, you know.	probably
62681:79	and it kind of has *-1 to start from the top and, and go clea-, or from the bottom maybe and go clear up.	maybe
62748:24	it probab-, it probably basically goes right back into the h-, home though unfortunately.	probably
62882:30	i think 0 i've been *?* two maybe three times the month of april,	maybe
63067:99	so, you know, you, not only, you know, you're not only doing something *-1 to keep yourself fit, but you're probably prolonging your life.	probably
63084:25	so i think 0 a tuesday thursday might be a little bit better.	might
63088:57	of course, i feel like once i've done it, if i'm sweaty i might as well do an extra thirty minutes, because you've already kind of shot your night.	might
63106:86	but i'm glad 0 it's not too totally cheap, because if it was too cheap i would talk myself out of *-1 going more, probably.	probably
63154:31	they make it as easy *ich*-1 as they possibly can *?* for you.	possibly
63161:11	they have probably, ooh, i'd say *rnr*-2 fifteen different, fifteen to twenty different aerobics classes each session that *t*-1 are running,	probably
63322:32	the, uh, i think 0 maybe there's where the problem came in *t*-1, you know.	maybe
63532:15	i thought 0 maybe they would convert to, uh, metric back when they went to the fifty-five mile an hour speed limit *t*-1, because what is it *t*-2 fifty-six or fifty-seven's a hundred, uh, qua-, a hundred kilometers,	maybe
63881:18	i mean, i might not have that much,	might
64131:7	but maybe that's what *t*-1 rounds it, i don't know.	maybe
64249:41	but if i were *-1 to live some place else, it certainly meets my standards.	certainly
64369:9	maybe, maybe i'm used to texas.	maybe
64369:17	maybe, maybe i'm used to texas.	maybe
64561:35	because baltimore will play more, uh, what *t*-1 might be considered *-2 m-, a little bit more progressive?	might
64582:167	if, you know, like when the doors movie came out *t*-1, you know, doors was really on the radio *ich*-3 there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore *t*-2,	maybe
64859:36	the n-, the next time, uh, probably a year and a half from now, we're going *-1 to try *-2 to build.	probably
