Item_ID	Sentence	Expression	Context
87405:56	you know, the bourgeoisie was, was, was definitely out of, uh, style, then.	definitely	###so * tell me about china cry.###speakerb4.###okay,###china cry was basically the, the true story written * by this, this lady who *t*-3 had, uh, was a native, a native chinese, uh, uh, who *t*-4 was raised *-5 by christian parents.###speakera5.###uh-huh.###speakerb6.###and her, her time frame was prior to the nineteen forty-nine revolution.###speakera7.###i see.###speakerb8.###although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction.###and whenever the cultural revolution of nineteen forty-nine occurred *t*-1 and most churches were either banned *-2 or their, all the clergy and so forth were killed *-3 or, or imprisoned *-3 or, and the property confiscated *-4, she was safe because she had, you know, not officially joined the, the christian movement.###speakera9.###uh-huh.###speakerb10.###so, anyway, she, as she grew up towards maturity, her parents,###well, her dad was a doctor### and, and he was rather well, you know, rather well *-1 to do in the old regime###and the, the chin-, the commu-, the communist chinese didn't like this at all.
87481:13	and it was probably here and gone fairly quickly.	probably	###speakera29.###uh-huh.###speakerb30.###speakera31.###oh.###speakerb32.###and they knew that she wasn't going *-1 to come back,###but yeah, she did, years later when the, uh, liberalization, you know, in real life liberalization of china happened *t*-1,###speakera33.###uh-huh.###speakerb34.###and, uh, she was not persecuted *-1 or anything else like that.###speakera35.###huh. interesting story.###speakerb36.###yes,###it was *?*.###uh, very moving, too.###speakera37.### i, uh, i don't even remember *-1 seeing that advertised *-2
87606:99	so i'm no-, i'm, uh, think that the, we really ought *-1 to seriously consider what an income tax might do *t*-2 that, uh, for texas	might	###uh-huh.###speakera79.###so, uh,###speakera1.###well, we, uh,###taxes,###everyone thinks 0 taxes are too high i'm sure 0 *t*-1.###but, uh, i think 0 we do get quite a good value for the tax dollars 0 we spend *t*-1 in most cases.###what do you think *t*-1?###speakerb2.###uh, yeah,### i, i think so.### i, i'm, uh, i think 0 i'm, i think 0 i'm, uh, a little out of the ordinary in that, that i, i, uh, i think 0 i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are *?* and think that we need *-1 to, we need *-2 to either raise our taxes or, or cutback on something###and i don't know what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2.###speakera3.###at this stage it *ich*-1's hard, * to tell.###speakerb4.### and, and, uh, and, uh, i know 0 i'm a real, a real, uh, out of it in terms of taxes###speakera5.###speakerb6.
87635:74	and, and * realizing that that, that, that quality of schools might well have higher taxes than other places but that we were willing to, uh, *-1 to go for that, because we supported the,	might	###yeah.###speakera11.###i know###i live in richardson###speakerb12.###yeah.###speakera13.###and it's up over two thousand dollars a year for taxes on my house.###speakerb14.###yeah,###yeah.###speakera15.###but now we're getting public services, the schools, the hospitals###and if it weren't for the taxes 0 we're putting *t*-1 in there, uh, * look what the schools could cost you *t*-2.###speakerb16.###yeah,###yeah.###yeah,###now i'm, uh, uh, oh, i,### we'd, when we moved to r-, richardson *t*-2, one of the reasons 0 we chose it *t*-1 was for the, uh, for the schools.
87657:21	that would provide, uh, possibly some relief there * to utilize some of the property taxes for other things *t*-2, see.	possibly	###yeah.###speakerb18.###speakera19.###then again the, the community college system here is excellent for the dollar spent,###and the public, colleges also, the tuition has got *-1 to be among the lowest in the country.###speakerb20.###yeah.###speakera21.###uh,###speakerb22.###yeah.###speakera23.###one of the,###uh, i believe, i don't know which one it is *t*-1 *ich*-3, uh, down there whether it's hobby or, uh, the other ex-governor down there that *t*-2 are proposing *-4 doubling the tuition.###well if you double the tuition, it would still be considerably less than the public school tuition in most other states.###speakerb24.###yeah,###i think 0 that's right.###speakera25.###yeah.
87687:105	but all the various taxing authorities that *t*-1 come through, i think 0 the one tax 0 i resent *t*-4 the most though is the additional sales tax for dart which *t*-2 is probably never going *-3 to be in existence in my lifetime.	probably	### i, i,###speakera31.###yeah.###well, i quit ten years ago###so i, i couldn't afford *-1 to start again.###speakerb32.###i see.###okay.###no, uh,###speakera33.###speakerb34.###yeah,###well, that, that, that would be true.###that would be true.###but,###speakera35.###i know, uh, 0 my children would give up eating before they gave up their cigarettes i think 0 *t*-1.###speakerb36.###huh.###speakera37.
87780:21	i think 0 that will probably do it,	probably	###yeah.###speakera69.###speakerb70.###yeah.###speakera71.###we saw about them traveling to san francisco *-1 to see whether they wanted ten foot wide or twelve foot wide cars or something.###speakerb72.###speakera73.###i felt 0 that was a little, uh, wasteful use of the tax dollars that we were paying *t*-1, you know.###speakerb74.###a little bit much.###oh, yeah.###yep.###yep.###oh, the c-,###speakera75.###well, that's about all 0 i can say *t*-1 at this time.###speakerb76.###yeah,### i th-, i think so,
87845:10	but you might not be so you know, so encouraging, of susan sarandon and then gena davis when they do it *t*-1.	might	###speakera15.###a disturbing movie,###how do you mean *t*-1?###speakerb16.###well, it was,###um, * let 0's see.###the, um,### it's, it's different,### it's kind of, it's an action adventure kind of, you know, * shoot'em up kind of film.###speakera17.###right.###speakerb18.###but it's with women in it instead of men###so that's kind of a that's kind of a twist on the normal thing.###speakera19.###a switcheroo,###huh?###speakerb20.###and it made me think a lot about, you know,###you would applaud bruce willis in die hard if he was doing this
87862:127	because that, that just reminds me of, you know, like back in school and, you know, the girlfriends just taking off for a day or something. just getting in trouble and probably not that much trouble	probably	###speakerb20.###and it made me think a lot about, you know,###you would applaud bruce willis in die hard if he was doing this###but you might not be so you know, so encouraging, of susan sarandon and then gena davis when they do it *t*-1.###speakera21.###right.###speakerb22.###speakera23.###speakerb24.###speakera25.###when the shoe is on the other foot *t*-1 and see how it,###speakerb26.###so, that was kind of interesting.###i've,###but i really enjoyed it.###speakera27.###oh.###speakerb28.###so, i w-,###speakera29.
87951:11	that's probably the last movie 0 i saw *t*-1. um, dances with wolves,	probably	###she is *?*.###she's rich.###speakera55.###yeah,###and she's rich###and she,###yeah,###so.###speakerb56.###mumblex she's smart at what she does *t*-1.###she knows how * to do that *t*-1.###speakera57.###she knows how * to twist this around *t*-1,###huh?###speakerb58.###yeah.###what did you think *t*-1 about dances with wolves when you saw it *t*-2?###speakera59.###well, okay,###see, we're getting back to last year.
87957:40	um, a couple years ago, i guess, well, maybe ten years ago i, i had read * bury my heart at wounded knee	maybe	###yeah,###so.###speakerb56.###mumblex she's smart at what she does *t*-1.###she knows how * to do that *t*-1.###speakera57.###she knows how * to twist this around *t*-1,###huh?###speakerb58.###yeah.###what did you think *t*-1 about dances with wolves when you saw it *t*-2?###speakera59.###well, okay,###see, we're getting back to last year.###that's probably the last movie 0 i saw *t*-1. um, dances with wolves,###i just adored it.###speakerb60.###really?###speakera61.###how can i tell you *t*-1.
87994:10	so there possibly were because you know 0 you always have conflict in the world.	possibly	###speakera69.###and now it's back again.###and, you know, it's sort of a popular view of, um, what *t*-1 happened way back then.###speakerb70.###right.###speakera71.###of course, no one will ever know.###really i don't kn-,###speakerb72.###i know,###i was,###i wondered if, uh, the tribes that they represented *t*-2 the tribe that *t*-1 was the, the evil tribe, if they were really as bad as it made them to be *?*.###speakera73.###well, who *t*-1 knows.###i mean it, it, it sort of showed like two different types of tribes###like one was a warring tribe,###and the other one was, uh, vegetarian kind of, you know, * feel good tribe. you know, sort of thing,###speakerb74.###right.###speakera75.
